mu,z,twist,chord
0.2,10.0,11.200000000000001,3.4000000000000004
0.2163265306122449,10.816326530612246,10.971428571428572,3.351020408163265
0.2326530612244898,11.63265306122449,10.742857142857142,3.3020408163265307
0.2489795918367347,12.448979591836736,10.514285714285714,3.253061224489796
0.2653061224489796,13.26530612244898,10.285714285714285,3.204081632653061
0.28163265306122454,14.081632653061227,10.057142857142857,3.1551020408163266
0.2979591836734694,14.897959183673471,9.82857142857143,3.1061224489795918
0.3142857142857143,15.714285714285714,9.6,3.057142857142857
0.3306122448979592,16.53061224489796,9.371428571428572,3.0081632653061225
0.34693877551020413,17.346938775510207,9.142857142857142,2.9591836734693877
0.363265306122449,18.16326530612245,8.914285714285715,2.910204081632653
0.3795918367346939,18.979591836734695,8.685714285714285,2.8612244897959185
0.3959183673469388,19.79591836734694,8.457142857142856,2.812244897959183
0.41224489795918373,20.612244897959187,8.228571428571428,2.763265306122449
0.4285714285714286,21.42857142857143,8.0,2.7142857142857144
0.4448979591836735,22.244897959183675,7.771428571428571,2.6653061224489796
0.4612244897959184,23.06122448979592,7.542857142857143,2.6163265306122447
0.4775510204081633,23.877551020408163,7.314285714285715,2.5673469387755103
0.4938775510204082,24.69387755102041,7.085714285714285,2.5183673469387755
0.5102040816326532,25.510204081632658,6.857142857142856,2.4693877551020407
0.526530612244898,26.326530612244902,6.628571428571427,2.420408163265306
0.5428571428571429,27.142857142857146,6.399999999999999,2.371428571428571
0.5591836734693878,27.95918367346939,6.171428571428571,2.3224489795918366
0.5755102040816327,28.775510204081634,5.942857142857143,2.273469387755102
0.5918367346938775,29.591836734693878,5.714285714285714,2.2244897959183674
0.6081632653061224,30.408163265306122,5.485714285714286,2.1755102040816325
0.6244897959183674,31.22448979591837,5.257142857142856,2.1265306122448977
0.6408163265306124,32.04081632653062,5.028571428571427,2.077551020408163
0.6571428571428573,32.85714285714286,4.799999999999999,2.0285714285714285
0.6734693877551021,33.673469387755105,4.57142857142857,1.9795918367346936
0.689795918367347,34.48979591836735,4.342857142857142,1.930612244897959
0.7061224489795919,35.30612244897959,4.114285714285714,1.8816326530612244
0.7224489795918367,36.12244897959184,3.8857142857142857,1.8326530612244898
0.7387755102040816,36.93877551020408,3.6571428571428575,1.7836734693877552
0.7551020408163265,37.755102040816325,3.4285714285714293,1.7346938775510206
0.7714285714285716,38.57142857142858,3.199999999999998,1.6857142857142853
0.7877551020408164,39.38775510204082,2.9714285714285698,1.6367346938775507
0.8040816326530613,40.204081632653065,2.7428571428571416,1.587755102040816
0.8204081632653062,41.02040816326531,2.5142857142857133,1.5387755102040814
0.8367346938775511,41.83673469387755,2.285714285714285,1.4897959183673468
0.8530612244897959,42.6530612244898,2.057142857142857,1.4408163265306122
0.8693877551020408,43.46938775510204,1.8285714285714287,1.3918367346938776
0.8857142857142857,44.285714285714285,1.6000000000000005,1.342857142857143
0.9020408163265308,45.102040816326536,1.3714285714285692,1.2938775510204077
0.9183673469387756,45.91836734693878,1.142857142857141,1.244897959183673
0.9346938775510205,46.734693877551024,0.9142857142857128,1.1959183673469385
0.9510204081632654,47.55102040816327,0.6857142857142846,1.1469387755102038
0.9673469387755103,48.36734693877551,0.4571428571428564,1.0979591836734692
0.9836734693877551,49.183673469387756,0.2285714285714282,1.0489795918367346
1.0,50.0,0.0,1.0
